Rank	Taxonpath	Taxon	ERR1	ERR10	ERR11	ERR12	ERR13	ERR14	ERR15	ERR16	ERR17	ERR18	ERR19	ERR2	ERR20	ERR21	ERR22	ERR23	ERR24	ERR25	ERR26	ERR27	ERR28	ERR29	ERR3	ERR30	ERR31	ERR32	ERR33	ERR34	ERR35	ERR36	ERR37	ERR38	ERR39	ERR4	ERR40	ERR41	ERR42	ERR43	ERR44	ERR45	ERR46	ERR47	ERR48	ERR49	ERR5	ERR50	ERR52	ERR53	ERR54	ERR55	ERR56	ERR57	ERR58	ERR59	ERR6	ERR62	ERR63	ERR64	ERR65	ERR66	ERR67	ERR68	ERR7	ERR8	ERR9
root	root	root	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
meta	Main genome	Main genome	0.998123827392	0.977762688847	0.806052855925	0.680559290132	0.792598230425	0.901268615554	0.819299323909	0.74661933739	0.915132105685	0.962908800851	0.992066563467	0.984365228268	0.990664780764	0.916987535078	0.991212338594	0.922722994876	0.924218042844	0.99193107221	0.999058084772	0.97704763402	0.934549666956	0.921171332426	0.992865497076	0.999502593619	0.965638994144	0.987020827045	0.983579335793	0.963612679114	0.927731092437	0.979674467568	0.905037513398	0.887195121951	0.981159006566	0.984180938685	0.998981799669	0.912824753635	0.982704599574	0.991511035654	0.970998116761	0.956674730592	0.999090554762	0.988245614035	0.940912714229	0.908481117339	0.912478168057	0.936319945074	0.999341151667	0.9982041305	0.980259870065	0.99867855963	0.99975	0.776043625423	0.939022730366	0.853957829243	0.968083198852	0.997031172687	0.945178658835	0.984595868068	0.895125958379	0.889761120959	0.976744186047	0.99593495935	0.938047356471	0.965280391419	0.859964806721
meta	Chloroplast	Chloroplast	0.0	0.0221524359192	0.193947144075	0.319239042753	0.207211492722	0.0984862413434	0.180017755924	0.25338066261	0.084744718852	0.0359611805371	0.00793343653251	0.0152873323605	0.00924092409241	0.0826208966912	0.00878766140603	0.0770678657325	0.0754802373529	0.00793216630197	0.00094191522763	0.0229523659802	0.0651607298002	0.0788286675736	0.00713450292398	0.000497406381013	0.034361005856	0.012979172955	0.0164206642066	0.0363873208858	0.0721161191749	0.0200016195643	0.0949624866024	0.112699747687	0.0188409934342	0.0156883252713	0.0	0.0871752463648	0.0154781300915	0.00848896434635	0.0290018832392	0.0432153067957	0.000909445238405	0.0117543859649	0.0590872857712	0.0910594505192	0.0875218319426	0.0625643666323	0.000658848333114	0.00169609897236	0.0194902548726	0.00132144037	0.00025	0.223016171493	0.059888389819	0.137919115105	0.0319168011476	0.00296882731321	0.0540055473976	0.0154041319319	0.104691493246	0.109816831265	0.0232558139535	0.0030487804878	0.061952643529	0.0347196085811	0.139694613158
meta	Mitochondria	Mitochondria	0.0	0.0	0.0	0.000201667114816	0.000190276852821	0.000245143102286	0.000546336133306	0.0	0.000123175463448	0.00113001861207	0.0	0.000277951497464	9.42951438001e-05	0.000391568230764	0.0	0.000209139391404	0.000301719802876	0.000136761487965	0.0	0.0	0.000289603243556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000152788388083	0.000323912867439	0.0	0.0	0.0	0.000130736043927	0.0	0.0	0.0	0.0	0.0	0.000109962612712	0.0	0.0	0.0	0.000459432141873	0.0	0.00111568829386	0.0	9.97705277861e-05	0.000249875062469	0.0	0.0	0.000940203083866	0.00108887981489	0.00069132388524	0.0	0.0	0.000815793767336	0.0	0.000182548375319	0.000422047775808	0.0	0.0	0.0	0.0	0.000340580121474
meta	No hits	No hits	0.0	0.0	0.0	0.0	0.000190276852821	0.0	0.00020487604999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.97800095648e-05	0.0	0.000100573267625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000219925225423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0157637433902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000113526707158
domain	Main genome;Bacteria	Bacteria	0.998123827392	0.967153284672	0.801619778346	0.65367034149	0.788792693369	0.883373169087	0.814928634843	0.729039891819	0.91353082466	0.962111140654	0.990034829721	0.984295740393	0.989061763319	0.89923644195	0.987087517934	0.896266861863	0.916876194308	0.991452407002	0.999058084772	0.976811822041	0.934260063713	0.920097372378	0.992865497076	0.999502593619	0.955649328281	0.984103028474	0.982011070111	0.963612679114	0.926967150497	0.979674467568	0.904894605216	0.887195121951	0.981159006566	0.983919466597	0.93750795469	0.912824753635	0.982704599574	0.991511035654	0.970998116761	0.956674730592	0.999090554762	0.987894736842	0.940314866481	0.908481117339	0.912478168057	0.936319945074	0.999341151667	0.9982041305	0.980259870065	0.99867855963	0.99975	0.776043625423	0.939022730366	0.853957829243	0.968083198852	0.997031172687	0.944036547561	0.984324030446	0.894213216502	0.888832615852	0.976744186047	0.99593495935	0.937506757487	0.965280391419	0.855707555202
domain	Main genome;Archaea	Archaea	0.0	0.0106094041759	0.00443307757886	0.0268889486421	0.00380553705642	0.0178954464669	0.00437068906645	0.0175794455713	0.00160128102482	0.000797660196756	0.00203173374613	6.94878743659e-05	0.0016030174446	0.017751093128	0.00412482065997	0.0264561330127	0.00734184853666	0.000478665207877	0.0	0.000235811979249	0.000289603243556	0.00107396004869	0.0	0.0	0.0099896658629	0.00291779857128	0.00156826568266	0.0	0.000763941940413	0.0	0.000142908181493	0.0	0.0	0.000261472087855	0.061473844979	0.0	0.0	0.0	0.0	0.0	0.0	0.000350877192982	0.000597847748107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00114211127427	0.000271837622327	0.000912741876597	0.000928505106778	0.0	0.0	0.000540598983674	0.0	0.00425725151842
domain	Chloroplast;Bacteria (Chloroplast)	Bacteria (Chloroplast)	0.0	0.0221524359192	0.193947144075	0.319239042753	0.207211492722	0.0984862413434	0.180017755924	0.25338066261	0.084744718852	0.0359611805371	0.00793343653251	0.0152873323605	0.00924092409241	0.0826208966912	0.00878766140603	0.0770678657325	0.0754802373529	0.00793216630197	0.00094191522763	0.0229523659802	0.0651607298002	0.0788286675736	0.00713450292398	0.000497406381013	0.034361005856	0.012979172955	0.0164206642066	0.0363873208858	0.0721161191749	0.0200016195643	0.0949624866024	0.112699747687	0.0188409934342	0.0156883252713	0.0	0.0871752463648	0.0154781300915	0.00848896434635	0.0290018832392	0.0432153067957	0.000909445238405	0.0117543859649	0.0590872857712	0.0910594505192	0.0875218319426	0.0625643666323	0.000658848333114	0.00169609897236	0.0194902548726	0.00132144037	0.00025	0.223016171493	0.059888389819	0.137919115105	0.0319168011476	0.00296882731321	0.0540055473976	0.0154041319319	0.104691493246	0.109816831265	0.0232558139535	0.0030487804878	0.061952643529	0.0347196085811	0.139694613158
domain	Mitochondria;Bacteria (Mitochondrion)	Bacteria (Mitochondrion)	0.0	0.0	0.0	0.000201667114816	0.000190276852821	0.000245143102286	0.000546336133306	0.0	0.000123175463448	0.00113001861207	0.0	0.000277951497464	9.42951438001e-05	0.000391568230764	0.0	0.000209139391404	0.000301719802876	0.000136761487965	0.0	0.0	0.000289603243556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000152788388083	0.000323912867439	0.0	0.0	0.0	0.000130736043927	0.0	0.0	0.0	0.0	0.0	0.000109962612712	0.0	0.0	0.0	0.000459432141873	0.0	0.00111568829386	0.0	9.97705277861e-05	0.000249875062469	0.0	0.0	0.000940203083866	0.00108887981489	0.00069132388524	0.0	0.0	0.000815793767336	0.0	0.000182548375319	0.000422047775808	0.0	0.0	0.0	0.0	0.000340580121474
superkingdom	Main genome;Bacteria;Proteobacteria	Proteobacteria	0.680425265791	0.293413681888	0.345268542199	0.239378865286	0.194748358862	0.437825580683	0.150447312709	0.302569303584	0.442015150582	0.248205264557	0.730359907121	0.168994510458	0.23696369637	0.403967891405	0.424557627929	0.353863850256	0.406718294277	0.151805251641	0.277551020408	0.31795315202	0.52852591949	0.654829240352	0.537426900585	0.288922049314	0.53599724423	0.267833786095	0.525092250923	0.739817629179	0.439419404125	0.157502631792	0.191639871383	0.253259041211	0.522195261205	0.658386717218	0.437698867252	0.318516987113	0.410013786189	0.678551216752	0.643879472693	0.0738948757422	0.415486553203	0.277719298246	0.404444001594	0.419829091243	0.241315738405	0.214040508067	0.869811569377	0.666367355083	0.462018990505	0.647340601255	0.011625	0.456092515983	0.294814209882	0.178534393363	0.52223417608	0.526472043543	0.387502039484	0.308988764045	0.569916027747	0.519625221575	0.0697674418605	0.645325203252	0.387393231701	0.429713963116	0.38826133848
